,name,url_x,description,score,short_url,url_y,latlon,address,latitude,longitude
272,la maison du bonheur chez Yann HUMBLET,https://www.booking.com/hotel/fr/la-maison-du-bonheur-moulis.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=2507&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=22&sr_order=popularity&srpvid=6d94a3338b8c0168&srepoch=1646176361&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"['Hébergement géré par un particulier', ""Située à Moulis, la maison du bonheur chez Yann HUMBLET dispose d'un salon commun, d'un jardin et d'un barbecue. Vous bénéficierez gratuitement d'un parking privé et d'une connexion Wi-Fi. "", '54 expériences vécues']","['8,2']",https://www.booking.com/hotel/fr/la-maison-du-bonheur-moulis.fr.html?aid=304142,https://www.booking.com/hotel/fr/la-maison-du-bonheur-moulis.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=2507&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=23&sr_order=popularity&srpvid=93ed9aede578003b&srepoch=1641938524&from=searchresults,"42.94666600,1.09267300","lieu-dit rémillassé, 09200 Moulis, France",42.946666,1.092673
273,La parenthèse gourmande,https://www.booking.com/hotel/fr/la-parenthese-gourmande.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=-1452421&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=20&sr_order=popularity&srpvid=b257a3336be401df&srepoch=1646176361&from=searchresults#hotelTmpl,"['Hébergement géré par un particulier', 'La parenthèse gourmande est située à Montauban. Valence est à 39 km. ', '112 expériences vécues']","['9,3']",https://www.booking.com/hotel/fr/la-parenthese-gourmande.fr.html?aid=304142,https://www.booking.com/hotel/fr/la-parenthese-gourmande.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=-1452421&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=9&sr_order=popularity&srpvid=b3d49aee968c0009&srepoch=1641938525&from=searchresults,"44.01704096,1.35429773","1 er étage 8 rue du greffe, 82000 Montauban, France",44.01704096,1.35429773
274,La Pouponiere,https://www.booking.com/hotel/fr/la-pouponiere.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=204055&dest_type=landmark&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=24&sr_order=popularity&srpvid=c0b5a332b0930222&srepoch=1646176358&from=searchresults#hotelTmpl,"['Hébergement géré par un particulier', ""Dotée d'une connexion Wi-Fi gratuite et offrant une vue sur la montagne, La Pouponiere est un hébergement situé à Sainte-Marie-aux-Mines. "", '38 expériences vécues']","['9,1']",https://www.booking.com/hotel/fr/la-pouponiere.fr.html?aid=304142,https://www.booking.com/hotel/fr/la-pouponiere.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=204055&dest_type=landmark&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=25&sr_order=popularity&srpvid=e0269aec0d190206&srepoch=1641938522&from=searchresults,"48.24620200,7.20012100","FERTRUPT 44 FERTRUPT, 68160 Sainte-Marie-aux-Mines, France",48.246202,7.200121
275,Régence Etoile,https://www.booking.com/hotel/fr/la-regence-etoile.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=11&sr_order=popularity&srpvid=19aba33224c301d7&srepoch=1646176357&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"[""L'hôtel Régence Etoile propose des hébergements élégants et climatisés dotés d’une connexion Wi-Fi gratuite à 3 minutes de marche des Champs-Élysées et de l'Arc de Triomphe. "", '656 expériences vécues']","['8,5']",https://www.booking.com/hotel/fr/la-regence-etoile.fr.html?aid=304142,https://www.booking.com/hotel/fr/la-regence-etoile.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=10&sr_order=popularity&srpvid=44079aec3c9100f9&srepoch=1641938522&from=searchresults,"48.87652507,2.29293287","24 Avenue Carnot, 17e arr., 75017 Paris, France",48.87652507,2.29293287
276,La terrasse de La Tour Pinte.,https://www.booking.com/hotel/fr/la-terrasse-de-la-tour-pinte.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=-1416701&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=14&sr_order=popularity&srpvid=0c20a333b0370008&srepoch=1646176360&from=searchresults#hotelTmpl,"['La terrasse de La Tour Pinte est située à Carcassonne, à moins de 1 km de la Maison des Mémoires et à 2,3 km de la cathédrale. ', '29 expériences vécues']","['9,7']",https://www.booking.com/hotel/fr/la-terrasse-de-la-tour-pinte.fr.html?aid=304142,https://www.booking.com/hotel/fr/la-terrasse-de-la-tour-pinte.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=-1416701&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=bfcd9aed724b0014&srepoch=1641938524&from=searchresults,"43.20734911,2.36159539","70 rue de la barbacane, 11000 Carcassonne, France",43.20734911,2.36159539
277,La Tramontane,https://www.booking.com/hotel/fr/la-tramontane.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=-1465138&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=2&sr_order=popularity&srpvid=cc92a333252700ce&srepoch=1646176360&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"[""L'établissement La Tramontane vous accueille aux Saintes-Maries-de-la-Mer, au cœur de la Camargue. "", '1 230 expériences vécues']","['9,1']",https://www.booking.com/hotel/fr/la-tramontane.fr.html?aid=304142,https://www.booking.com/hotel/fr/la-tramontane.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=-1465138&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=3&sr_order=popularity&srpvid=577f9aedc67d0257&srepoch=1641938524&from=searchresults,"43.47260109,4.41012025","94 Chemin Bas de Dromar, 13460 Les Saintes-Maries-de-la-Mer, France",43.47260109,4.41012025
278,La Villa Mazarin,https://www.booking.com/hotel/fr/la-villa-mazarin.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=-1406800&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=7&sr_order=popularity&srpvid=ca54a3335a8400ec&srepoch=1646176359&from=searchresults#hotelTmpl,"[""La Villa Mazarin est construite dans un bâtiment datant du XVème siècle situé dans la ville fortifiée d'Aigues-Mortes et propose une terrasse ainsi qu'un bar. "", '739 expériences vécues']","['9,1']",https://www.booking.com/hotel/fr/la-villa-mazarin.fr.html?aid=304142,https://www.booking.com/hotel/fr/la-villa-mazarin.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=-1406800&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=6&sr_order=popularity&srpvid=6dfb9aed2f1f000d&srepoch=1641938524&from=searchresults,"43.56498662,4.19175196","35 boulevard Gambetta, 30220 Aigues-Mortes, France",43.56498662,4.19175196
279,Lagrange Aparthotel Lyon Lumière,https://www.booking.com/hotel/fr/lagrange-city-apartha-tel-lyon-lumia-re.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=-1448468&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=12&sr_order=popularity&srpvid=6771a332a40e01b5&srepoch=1646176358&from=searchresults#hotelTmpl,"['Installé à mi-chemin entre les stations de métro Sans Souci et Monplaisir-Lumière, la ligne desservant directement la place Bellecour et la vieille ville de Lyon, le Lagrange Aparthotel Lyon Lumière...', '4 462 expériences vécues']","['8,2']",https://www.booking.com/hotel/fr/lagrange-city-apartha-tel-lyon-lumia-re.fr.html?aid=304142,https://www.booking.com/hotel/fr/lagrange-city-apartha-tel-lyon-lumia-re.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=-1448468&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=16&sr_order=popularity&srpvid=ab2c9aed908700fa&srepoch=1641938523&from=searchresults,"45.74645865,4.86893088","81-85 Cours Albert Thomas, 3e arr., 69003 Lyon, France",45.74645865,4.86893088
280,Lagrange Vacances Les Patios Eugénie,https://www.booking.com/hotel/fr/lagrange-prestige-les-patios-euga-c-nie.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=-1412526&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=19&sr_order=popularity&srpvid=882fa333cb4e001d&srepoch=1646176360&from=searchresults#hotelTmpl,"[""Le Lagrange Vacances Les Patios Eugénie est un élégant appart'hôtel situé à Biarritz, à seulement 400 mètres des plages de sable fin. "", '326 expériences vécues']","['8,0']",https://www.booking.com/hotel/fr/lagrange-prestige-les-patios-euga-c-nie.fr.html?aid=304142,https://www.booking.com/hotel/fr/lagrange-prestige-les-patios-euga-c-nie.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=-1412526&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=14&sr_order=popularity&srpvid=dc249aee9f000007&srepoch=1641938525&from=searchresults,"43.48504470,-1.55132607","30/32 avenue de la reine Victoria, 64200 Biarritz, France",43.4850447,-1.55132607
281,LE 17,https://www.booking.com/hotel/fr/le-17-colmar.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=-1421049&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=17&sr_order=popularity&srpvid=5252a3324f0b022b&srepoch=1646176358&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"['Hébergement géré par un particulier', ""Situé en plein cœur de Colmar, l'établissement LE 17 propose un hébergement avec vue sur la ville, à seulement 400 mètres de la Maison des Têtes et à moins de 1 km de la collégiale Saint-Martin. "", '96 expériences vécues']","['9,6']",https://www.booking.com/hotel/fr/le-17-colmar.fr.html?aid=304142,https://www.booking.com/hotel/fr/le-17-colmar.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=-1421049&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=17&sr_order=popularity&srpvid=1da19aec8e3401c0&srepoch=1641938523&from=searchresults,"48.07865400,7.35578600","17 rue des Têtes, 68000 Colmar, France",48.078654,7.355786
282,Hôtel Le Café de Paris,https://www.booking.com/hotel/fr/le-cafe-de-paris-4.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=-1412526&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=7&sr_order=popularity&srpvid=882fa333cb4e001d&srepoch=1646176360&from=searchresults#hotelTmpl,"[""L'Hôtel Le Café de Paris se trouve dans le centre de Biarritz, sur la place piétonne Bellevue, à 5 minutes de marche du casino. "", '531 expériences vécues']","['8,8']",https://www.booking.com/hotel/fr/le-cafe-de-paris-4.fr.html?aid=304142,https://www.booking.com/hotel/fr/le-cafe-de-paris-4.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=-1412526&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=8&sr_order=popularity&srpvid=dc249aee9f000007&srepoch=1641938525&from=searchresults,"43.48271809,-1.56134069","Place Bellevue, 64200 Biarritz, France",43.48271809,-1.56134069
283,Le Castel Guesthouse,https://www.booking.com/hotel/fr/le-castel-noble-guesthouse.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=-1410836&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=2&sr_order=popularity&srpvid=9954a332f36e007c&srepoch=1646176357&from=searchresults#hotelTmpl,"[""La maison d'hôtes Le Castel Guesthouse est située au cœur de la ville médiévale de Bayeux, à mi-chemin entre la gare, la cathédrale et le musée de la Tapisserie. "", '518 expériences vécues']","['8,7']",https://www.booking.com/hotel/fr/le-castel-noble-guesthouse.fr.html?aid=304142,https://www.booking.com/hotel/fr/le-castel-noble-guesthouse.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=-1410836&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=7&sr_order=popularity&srpvid=834b9aecdc830110&srepoch=1641938522&from=searchresults,"49.27368314,-0.70322692","1 Boulevard Sadi Carnot, 14400 Bayeux, France",49.27368314,-0.70322692
284,Le Castelet,https://www.booking.com/hotel/fr/le-castelet-les-saintes-maries-de-la-mer.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=-1465138&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=8&sr_order=popularity&srpvid=cc92a333252700ce&srepoch=1646176360&from=searchresults#hotelTmpl,"[""Cet hôtel est situé à Saintes-Maries-de-la-Mer, à 60 mètres seulement de la mer Méditerranée et à 30 mètres de l'Étang des Launes. Il dispose d'un bar à cocktails avec une terrasse fleurie. "", '1 374 expériences vécues']","['7,4']",https://www.booking.com/hotel/fr/le-castelet-les-saintes-maries-de-la-mer.fr.html?aid=304142,https://www.booking.com/hotel/fr/le-castelet-les-saintes-maries-de-la-mer.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=-1465138&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=popularity&srpvid=577f9aedc67d0257&srepoch=1641938524&from=searchresults,"43.45134949,4.42507625","10 Rue Des Launes, 13460 Les Saintes-Maries-de-la-Mer, France",43.45134949,4.42507625
285,Château de Monceaux 5mn de Bayeux proche Mer,https://www.booking.com/hotel/fr/le-chateau-de-monceau.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=-1410836&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=15&sr_order=popularity&srpvid=9954a332f36e007c&srepoch=1646176357&from=searchresults#hotelTmpl,"['Hébergement géré par un particulier', 'Situé à Bayeux, en Basse-Normandie, à moins de 2,5 km du musée de la Tapisserie de Bayeux, le Château de Monceaux 5mn de Bayeux proche Mer propose des hébergements avec une connexion Wi-Fi gratuite,...', '34 expériences vécues']","['9,0']",https://www.booking.com/hotel/fr/le-chateau-de-monceau.fr.html?aid=304142,https://www.booking.com/hotel/fr/le-chateau-de-monceau.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=-1410836&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=10&sr_order=popularity&srpvid=834b9aecdc830110&srepoch=1641938522&from=searchresults,"49.25214479,-0.69390664","1330 RUE DES PLATANE MONCEAUX EN BESSIN, 14400 Bayeux, France",49.25214479,-0.69390664
286,Odalys City Nîmes Le Cheval Blanc,https://www.booking.com/hotel/fr/le-cheval-blanc.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=-1455068&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=7&sr_order=popularity&srpvid=4be3a333ffbe0168&srepoch=1646176359&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"[""L'Odalys City Nîmes Le Cheval Blanc est situé dans le cœur historique de Nîmes, en face des arènes romaines et à 5 minutes à pied de la gare ferroviaire. "", '1 723 expériences vécues']","['7,9']",https://www.booking.com/hotel/fr/le-cheval-blanc.fr.html?aid=304142,https://www.booking.com/hotel/fr/le-cheval-blanc.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=-1455068&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=popularity&srpvid=54a19aedaaee00e4&srepoch=1641938524&from=searchresults,"43.83423753,4.36079040","1 Place des Arènes, 30000 Nîmes, France",43.83423753,4.3607904
287,Le Cleli,https://www.booking.com/hotel/fr/le-cleli.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=-1416912&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=23&sr_order=popularity&srpvid=e211a333f4fb022b&srepoch=1646176359&from=searchresults#hotelTmpl,"['Hébergement géré par un particulier', ""Situé à Cassis, à moins de 300 mètres de la Grande Mer et à 600 mètres de la plage de l'Anse de Corton, l'établissement Le Cleli propose des hébergements avec une connexion Wi-Fi gratuite, la..."", '136 expériences vécues']","['8,1']",https://www.booking.com/hotel/fr/le-cleli.fr.html?aid=304142,https://www.booking.com/hotel/fr/le-cleli.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=-1416912&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=9&sr_order=popularity&srpvid=25689aed896701b6&srepoch=1641938523&from=searchresults,"43.21509805,5.54048743","11 Rue de la Ciotat, 13260 Cassis, France",43.21509805,5.54048743
288,Le Clos bartholdi,https://www.booking.com/hotel/fr/le-clos-bartholdi.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=-1421049&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=6&sr_order=popularity&srpvid=5252a3324f0b022b&srepoch=1646176358&from=searchresults#hotelTmpl,"[""Offrant une vue sur la ville, l'établissement Le Clos bartholdi propose un salon commun et une connexion Wi-Fi gratuite. "", '70 expériences vécues']","['8,8']",https://www.booking.com/hotel/fr/le-clos-bartholdi.fr.html?aid=304142,https://www.booking.com/hotel/fr/le-clos-bartholdi.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=-1421049&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=7&sr_order=popularity&srpvid=1da19aec8e3401c0&srepoch=1641938523&from=searchresults,"48.07366800,7.35589800","2 rue du Landeck, 68000 Colmar, France",48.073668,7.355898
289,"La Maison du Courtil, Citron-Caramel",https://www.booking.com/hotel/fr/le-courtil-appartement-citron-caramel.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=2746&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=25&sr_order=popularity&srpvid=bc8ba333380f0152&srepoch=1646176359&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"['Hébergement géré par un particulier', ""Situé à Moustiers-Sainte-Marie, l'établissement La Maison du Courtil, Citron-Caramel propose une terrasse, une connexion Wi-Fi gratuite, un service d'étage et un distributeur automatique de billets. "", '34 expériences vécues']","['9,1']",https://www.booking.com/hotel/fr/le-courtil-appartement-citron-caramel.fr.html?aid=304142,https://www.booking.com/hotel/fr/le-courtil-appartement-citron-caramel.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=2746&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=16&sr_order=popularity&srpvid=e6ae9aedf03f0006&srepoch=1641938523&from=searchresults,"43.84756530,6.22128025","Le Courtil, appartement Citron-Caramel Rue du Courtil, 04360 Moustiers-Sainte-Marie, France",43.8475653,6.22128025
290,"La Maison du Courtil, Pistache-Chocolat",https://www.booking.com/hotel/fr/le-courtil-appartement-pistache-chocolat.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=2746&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=22&sr_order=popularity&srpvid=bc8ba333380f0152&srepoch=1646176359&from=searchresults#hotelTmpl,"['Hébergement géré par un particulier', ""Située à Moustiers-Sainte-Marie, en Provence-Alpes-Côte d'Azur, La Maison du Courtil, Pistache-Chocolat dispose d'un balcon et offre une vue sur le jardin. Vous séjournerez à 35 km de..."", '63 expériences vécues']","['9,4']",https://www.booking.com/hotel/fr/le-courtil-appartement-pistache-chocolat.fr.html?aid=304142,https://www.booking.com/hotel/fr/le-courtil-appartement-pistache-chocolat.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=2746&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=14&sr_order=popularity&srpvid=e6ae9aedf03f0006&srepoch=1641938523&from=searchresults,"43.84756530,6.22126952","Le Courtil, appartement Pistache-Chocolat Rue du Courtil, 04360 Moustiers-Sainte-Marie, France",43.8475653,6.22126952
291,Domaine Le Couvent,https://www.booking.com/hotel/fr/le-couvent-carcassonne.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=-1416701&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=0c20a333b0370008&srepoch=1646176360&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"[""La propriété du Couvent propose deux villas à Grèzes, à 10 minutes de route de Carcassonne. L'une des villas est un ancien couvent et l'autre un ancien presbytère. "", '100 expériences vécues']","['9,3']",https://www.booking.com/hotel/fr/le-couvent-carcassonne.fr.html?aid=304142,https://www.booking.com/hotel/fr/le-couvent-carcassonne.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=-1416701&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=11&sr_order=popularity&srpvid=bfcd9aed724b0014&srepoch=1641938524&from=searchresults,"43.21626207,2.28648797","9 Rue Des Saumes - Hameau De Grezes, 11000 Carcassonne, France",43.21626207,2.28648797
292,Le Dauphin Bleu,https://www.booking.com/hotel/fr/le-dauphin-bleu.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=-1465138&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=7&sr_order=popularity&srpvid=cc92a333252700ce&srepoch=1646176360&from=searchresults#hotelTmpl,"['Situé à 50 mètres de la plage, face à la mer Méditerranée, Le Dauphin Bleu est situé à 400 mètres du centre de la vieille ville historique des Saintes-Maries-de-la-Mer. ', '954 expériences vécues']","['8,6']",https://www.booking.com/hotel/fr/le-dauphin-bleu.fr.html?aid=304142,https://www.booking.com/hotel/fr/le-dauphin-bleu.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=-1465138&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=6&sr_order=popularity&srpvid=577f9aedc67d0257&srepoch=1641938524&from=searchresults,"43.45233086,4.43364993","31 Avenue Gilbert Leroy, 13460 Les Saintes-Maries-de-la-Mer, France",43.45233086,4.43364993
293,le dit vin secret,https://www.booking.com/hotel/fr/le-dit-vin-secret.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=-1406800&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=20&sr_order=popularity&srpvid=ca54a3335a8400ec&srepoch=1646176359&from=searchresults#hotelTmpl,"['Hébergement géré par un particulier', ""Situé à Aigues-Mortes, à 44 km de Nîmes, le dit vin secret propose un restaurant et une connexion Wi-Fi gratuite. Tous les logements disposent de la climatisation et d'une télévision à écran plat. "", '412 expériences vécues']","['9,0']",https://www.booking.com/hotel/fr/le-dit-vin-secret.fr.html?aid=304142,https://www.booking.com/hotel/fr/le-dit-vin-secret.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=-1406800&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=14&sr_order=popularity&srpvid=6dfb9aed2f1f000d&srepoch=1641938524&from=searchresults,"43.56676900,4.18911300","13 rue sadi carnot 13 rue sadi carnot, 30220 Aigues-Mortes, France",43.566769,4.189113
294,Le Majestic Cathédrale,https://www.booking.com/hotel/fr/le-duplex-amiens-pleine-vue-cathedrale.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=-1407447&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=933fa332431a0016&srepoch=1646176357&from=searchresults#hotelTmpl,"[""Situé à Amiens, à 1,7 km du Zénith, l'établissement Le Majestic Cathédrale propose un salon commun, une connexion Wi-Fi gratuite, une cuisine commune et un service d'étage. "", '14 expériences vécues']","['9,2']",https://www.booking.com/hotel/fr/le-duplex-amiens-pleine-vue-cathedrale.fr.html?aid=304142,https://www.booking.com/hotel/fr/le-duplex-amiens-pleine-vue-cathedrale.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=-1407447&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=11&sr_order=popularity&srpvid=cd7f9aecf779031e&srepoch=1641938522&from=searchresults,"49.89538310,2.29777200","2 Rue du Marché des Lanselles, 80000 Amiens, France",49.8953831,2.297772
295,Le Duplex,https://www.booking.com/hotel/fr/le-duplex-cassis.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=-1416912&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=21&sr_order=popularity&srpvid=e211a333f4fb022b&srepoch=1646176359&from=searchresults#hotelTmpl,"['Hébergement géré par un particulier', ""Situé à Cassis, à 300 mètres de la Grande Mer et à 550 mètres de la plage de l'Anse de Corton, l'établissement Le Duplex propose un hébergement climatisé avec un balcon et une connexion Wi-Fi..."", '118 expériences vécues']","['8,1']",https://www.booking.com/hotel/fr/le-duplex-cassis.fr.html?aid=304142,https://www.booking.com/hotel/fr/le-duplex-cassis.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=-1416912&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=14&sr_order=popularity&srpvid=25689aed896701b6&srepoch=1641938523&from=searchresults,"43.21505477,5.54057326","11 Rue de la Ciotat, 13260 Cassis, France",43.21505477,5.54057326
296,Le gite du grand cèdre - proche des gorges du Verdon,https://www.booking.com/hotel/fr/le-gite-du-grand-cedre.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=2746&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=11&sr_order=popularity&srpvid=bc8ba333380f0152&srepoch=1646176359&from=searchresults#hotelTmpl,"['Hébergement géré par un particulier', ""Situé à Allemagne-en-Provence, en Provence-Alpes-Côte d'Azur, Le gite du grand cèdre - proche des gorges du Verdon dispose d'une terrasse et offre une vue sur le jardin. "", '42 expériences vécues']","['9,3']",https://www.booking.com/hotel/fr/le-gite-du-grand-cedre.fr.html?aid=304142,https://www.booking.com/hotel/fr/le-gite-du-grand-cedre.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=2746&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=6&sr_order=popularity&srpvid=e6ae9aedf03f0006&srepoch=1641938523&from=searchresults,"43.77929309,6.00733668","45 chemin de Roumpe Cuou, 04500 Allemagne-en-Provence, France",43.77929309,6.00733668
