,name,url_x,description,score,short_url,url_y,latlon,address,latitude,longitude
68,Camping Calme et Nature,https://www.booking.com/hotel/fr/calme-et-nature-castellane.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=2746&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=16&sr_order=popularity&srpvid=bc8ba333380f0152&srepoch=1646176359&from=searchresults#hotelTmpl,"[""Le Camping Calme et Nature est situé au cœur des Gorges du Verdon, à 765 mètres d'altitude et à seulement 2 km de Castellane. Il possède un barbecue et une terrasse bien exposée. "", '313 expériences vécues']","['8,9']",https://www.booking.com/hotel/fr/calme-et-nature-castellane.fr.html?aid=304142,https://www.booking.com/hotel/fr/calme-et-nature-castellane.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=2746&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=10&sr_order=popularity&srpvid=e6ae9aedf03f0006&srepoch=1641938523&from=searchresults,"43.83796907,6.49042815","La colle Sentier du GR4 Les gorges du Verdon, 04120 Castellane, France",43.83796907,6.49042815
69,Hotel Camille,https://www.booking.com/hotel/fr/camille.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=-1465138&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=25&sr_order=popularity&srpvid=cc92a333252700ce&srepoch=1646176360&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"[""Doté d'une terrasse, l'Hotel Camille est un établissement climatisé situé en front de mer aux Saintes-Maries-de-la-Mer, à 35 km d'Arles. "", '793 expériences vécues']","['7,9']",https://www.booking.com/hotel/fr/camille.fr.html?aid=304142,https://www.booking.com/hotel/fr/camille.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=-1465138&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=24&sr_order=popularity&srpvid=577f9aedc67d0257&srepoch=1641938524&from=searchresults,"43.45039148,4.42991227","13, Avenue de la plage, 13460 Les Saintes-Maries-de-la-Mer, France",43.45039148,4.42991227
70,Campanile Aix-en-Provence Sud - Pont de l'Arc,https://www.booking.com/hotel/fr/campanile-aix-en-provence-sud.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=-1406939&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=3&sr_order=popularity&srpvid=7b07a333432c00df&srepoch=1646176359&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"['Installé à Aix-en-Provence, à 3\xa0km du centre historique et du cours Mirabeau, le Campanile Aix-en-Provence Sud - Pont de l’Arc vous propose des hébergements climatisés avec une connexion Wi-Fi...', '2 670 expériences vécues']","['7,4']",https://www.booking.com/hotel/fr/campanile-aix-en-provence-sud.fr.html?aid=304142,https://www.booking.com/hotel/fr/campanile-aix-en-provence-sud.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=-1406939&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=popularity&srpvid=fc9c9aed4e23013f&srepoch=1641938524&from=searchresults,"43.51191632,5.43665394","1 Rue Jean Andreani, 13090 Aix-en-Provence, France",43.51191632,5.43665394
71,Campanile Avignon Sud - Montfavet la Cristole,https://www.booking.com/hotel/fr/campanile-avignon-sud-montfavet.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=-1409631&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=21&sr_order=popularity&srpvid=dc24a333776800c4&srepoch=1646176359&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"[""Le Campanile Avignon Sud - Montfavet la Cristole est idéalement situé à Montfavet, à 4 km de la vieille ville d'Avignon. "", '1 075 expériences vécues']","['7,1']",https://www.booking.com/hotel/fr/campanile-avignon-sud-montfavet.fr.html?aid=304142,https://www.booking.com/hotel/fr/campanile-avignon-sud-montfavet.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=-1409631&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=19&sr_order=popularity&srpvid=894f9aed39fa0007&srepoch=1641938524&from=searchresults,"43.92592594,4.85080719","60 rue du Bon Vent, 84009 Avignon, France",43.92592594,4.85080719
72,Campanile Bayonne,https://www.booking.com/hotel/fr/campanile-bayonne.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=-1410844&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=17&sr_order=popularity&srpvid=c458a33351bb03e1&srepoch=1646176360&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"['Situé à 5 minutes en voiture du centre de Bayonne, au pied des Pyrénées et au cœur du Pays basque, le Campanile Bayonne propose des chambres avec télévision à écran plat et connexion Wi-Fi gratuite. ', '1 520 expériences vécues']","['6,6']",https://www.booking.com/hotel/fr/campanile-bayonne.fr.html?aid=304142,https://www.booking.com/hotel/fr/campanile-bayonne.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=-1410844&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=3&sr_order=popularity&srpvid=6d719aee891f0233&srepoch=1641938525&from=searchresults,"43.49112493,-1.45484090","Avenue Du Grand Basque, 64100 Bayonne, France",43.49112493,-1.4548409
73,Hotel Campanile Besançon Nord Ecole Valentin,https://www.booking.com/hotel/fr/campanile-besancon-ecole-valentin.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=-1412198&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=22&sr_order=popularity&srpvid=04dba3325b4701d5&srepoch=1646176358&from=searchresults#hotelTmpl,"[""Le Campanile Besançon Valentin est situé à proximité de l'autoroute A36 (sortie Saint-Claude) et à 6 km de Besançon et de la gare TGV de Besançon Viotte. "", '1 016 expériences vécues']","['7,2']",https://www.booking.com/hotel/fr/campanile-besancon-ecole-valentin.fr.html?aid=304142,https://www.booking.com/hotel/fr/campanile-besancon-ecole-valentin.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=-1412198&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=24&sr_order=popularity&srpvid=342d9aec72ac0237&srepoch=1641938523&from=searchresults,"47.27784785,5.99291325","1 Rue de Châtillon - Espace Valentin, 25480 Besançon, France",47.27784785,5.99291325
74,Holiday Inn Express - Le Havre Centre,https://www.booking.com/hotel/fr/campanile-le-havre-centre.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=-1441598&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=3&sr_order=popularity&srpvid=1be7a332f7bc034f&srepoch=1646176357&from=searchresults#hotelTmpl,"['L’Holiday Inn Express - Le Havre Centre, situé dans le centre-ville du Havre et à 600\xa0mètres de la gare SNCF, vous accueille pour un séjour professionnel et de loisirs. ', '2 333 expériences vécues']","['8,2']",https://www.booking.com/hotel/fr/campanile-le-havre-centre.fr.html?aid=304142,https://www.booking.com/hotel/fr/campanile-le-havre-centre.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=-1441598&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=2&sr_order=popularity&srpvid=e6449aec3617020b&srepoch=1641938522&from=searchresults,"49.49823800,0.12883700","126 Cours De La Republique, 76600 Le Havre, France",49.498238,0.128837
75,Campanile Lille Euralille,https://www.booking.com/hotel/fr/campanile-lille-euralille-xml.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=-1447079&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=16&sr_order=popularity&srpvid=a9d5a332589400b7&srepoch=1646176357&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"[""Le Campanile Lille Euralille vous accueille à 1 km de la gare de Lille-Europe, à 2 km de la Grand-Place et à moins de 300 mètres de l'arrêt de tramway Romarin. "", '3 052 expériences vécues']","['8,2']",https://www.booking.com/hotel/fr/campanile-lille-euralille-xml.fr.html?aid=304142,https://www.booking.com/hotel/fr/campanile-lille-euralille-xml.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=-1447079&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=8&sr_order=popularity&srpvid=bd659aec0e9a0316&srepoch=1641938522&from=searchresults,"50.64569830,3.07210967","23 Allée Vauban - La Madeleine, 59110 Lille, France",50.6456983,3.07210967
76,Campanile Lyon Centre Part-Dieu,https://www.booking.com/hotel/fr/campanile-lyon-centre-forum-part-dieu.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=-1448468&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=7&sr_order=popularity&srpvid=6771a332a40e01b5&srepoch=1646176358&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"['Le Campanile Lyon Centre Part-Dieu propose des chambres climatisées avec une connexion Wi-Fi gratuite en face de la gare ferroviaire de Lyon-Part-Dieu. ', '5 132 expériences vécues']","['7,9']",https://www.booking.com/hotel/fr/campanile-lyon-centre-forum-part-dieu.fr.html?aid=304142,https://www.booking.com/hotel/fr/campanile-lyon-centre-forum-part-dieu.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=-1448468&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=3&sr_order=popularity&srpvid=ab2c9aed908700fa&srepoch=1641938523&from=searchresults,"45.76027411,4.86332774","Forum Part-Dieu, 31 Rue Maurice Flandin, 3e arr., 69003 Lyon, France",45.76027411,4.86332774
77,Campanile Nîmes Centre Mas-Carbonnel,https://www.booking.com/hotel/fr/campanile-nimes-centre-mas-carbonnel.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=-1455068&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=6&sr_order=popularity&srpvid=4be3a333ffbe0168&srepoch=1646176359&from=searchresults#hotelTmpl,"[""Doté d'une connexion Wi-Fi gratuite, le Campanile Nîmes Centre Mas-Carbonnel est un hôtel 3 étoiles proposant des hébergements à Nîmes, à moins de 20 minutes de marche de la gare, de la Maison Carrée..."", '1 970 expériences vécues']","['6,9']",https://www.booking.com/hotel/fr/campanile-nimes-centre-mas-carbonnel.fr.html?aid=304142,https://www.booking.com/hotel/fr/campanile-nimes-centre-mas-carbonnel.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=-1455068&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=7&sr_order=popularity&srpvid=54a19aedaaee00e4&srepoch=1641938524&from=searchresults,"43.82273112,4.36412573","45 Rue San-Lucar, Zac Du Mas-Carbonnel, 30900 Nîmes, France",43.82273112,4.36412573
78,"The Originals Access, Hôtel Foix (P'tit Dej-Hotel)",https://www.booking.com/hotel/fr/campanilefoix.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=2507&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=7&sr_order=popularity&srpvid=6d94a3338b8c0168&srepoch=1646176361&from=searchresults#hotelTmpl,"[""L'hôtel The Originals Access, Hôtel Foix est situé à côté du parc naturel régional des Pyrénées ariégeoises, à 75 km de Toulouse. Il possède une réception ouverte 24h/24. "", '1 237 expériences vécues']","['7,9']",https://www.booking.com/hotel/fr/campanilefoix.fr.html?aid=304142,https://www.booking.com/hotel/fr/campanilefoix.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=2507&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=6&sr_order=popularity&srpvid=93ed9aede578003b&srepoch=1641938524&from=searchresults,"42.99211190,1.61583245","Ancienne Rn 20 Lieu dit Le Couloumié - Départementale 919, 09000 Foix, France",42.9921119,1.61583245
79,Campanile Toulouse Balma - Cité de l'Espace,https://www.booking.com/hotel/fr/campaniletoulousecitedelespace.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=-1473166&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=popularity&srpvid=d6eaa333598c00ee&srepoch=1646176360&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"['Le Campanile Toulouse Balma - Cité de l’Espace est situé à proximité de la Cité de l’espace, à 9\xa0km à l’est du centre-ville de Toulouse et 9\xa0km du Stadium de la ville. ', '2 252 expériences vécues']","['8,3']",https://www.booking.com/hotel/fr/campaniletoulousecitedelespace.fr.html?aid=304142,https://www.booking.com/hotel/fr/campaniletoulousecitedelespace.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=-1473166&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=popularity&srpvid=245d9aee70130110&srepoch=1641938525&from=searchresults,"43.58409510,1.49317369","Rue Maurice Hurel, 31500 Toulouse, France",43.5840951,1.49317369
80,Camping à la Ferme de Bourras,https://www.booking.com/hotel/fr/camping-a-la-ferme-de-bourras.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=2746&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=2&sr_order=popularity&srpvid=bc8ba333380f0152&srepoch=1646176359&from=searchresults#hotelTmpl,"['Hébergement géré par un particulier', 'Situé à La Palud-sur-Verdon, le Camping à la Ferme de Bourras propose des hébergements avec une connexion Wi-Fi gratuite et un coin salon. ', '169 expériences vécues']","['8,9']",https://www.booking.com/hotel/fr/camping-a-la-ferme-de-bourras.fr.html?aid=304142,https://www.booking.com/hotel/fr/camping-a-la-ferme-de-bourras.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=2746&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=2&sr_order=popularity&srpvid=e6ae9aedf03f0006&srepoch=1641938523&from=searchresults,"43.78247417,6.35027342","Camping Bourras, 04120 La Palud-sur-Verdon, France",43.78247417,6.35027342
81,Camping Frédéric Mistral,https://www.booking.com/hotel/fr/camping-fra-c-da-c-ric-mistral.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=2746&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=9&sr_order=popularity&srpvid=bc8ba333380f0152&srepoch=1646176359&from=searchresults#hotelTmpl,"['Le camping Frédéric Mistral est situé dans le centre-ville de Castellane, à seulement 4 km du lac de Castillon et à 100 mètres de la place du marché et des commerces. ', '449 expériences vécues']","['8,2']",https://www.booking.com/hotel/fr/camping-fra-c-da-c-ric-mistral.fr.html?aid=304142,https://www.booking.com/hotel/fr/camping-fra-c-da-c-ric-mistral.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=2746&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=popularity&srpvid=e6ae9aedf03f0006&srepoch=1641938523&from=searchresults,"43.84615569,6.50986075","12 Av. Frédéric Mistral, 04120 Castellane, France",43.84615569,6.50986075
82,Camping Le Bourdieu,https://www.booking.com/hotel/fr/camping-le-bourdieu.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=2507&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=8&sr_order=popularity&srpvid=6d94a3338b8c0168&srepoch=1646176361&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"['Situé dans la région Midi-Pyrénées, ce camping inclut une piscine extérieure, un mini-golf et une table de ping-pong. ', '35 expériences vécues']","['8,5']",https://www.booking.com/hotel/fr/camping-le-bourdieu.fr.html?aid=304142,https://www.booking.com/hotel/fr/camping-le-bourdieu.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=2507&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=7&sr_order=popularity&srpvid=93ed9aede578003b&srepoch=1641938524&from=searchresults,"43.19209493,1.45706177","Lieu dit le Bourdieu, 09130 Durfort, France",43.19209493,1.45706177
83,Camping Le Castella,https://www.booking.com/hotel/fr/camping-le-castella.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=2507&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=16&sr_order=popularity&srpvid=6d94a3338b8c0168&srepoch=1646176361&from=searchresults#hotelTmpl,"['Situé à Luzenac, le Camping Le Castella propose un hébergement avec une piscine privée, une vue sur la montagne et un balcon. Vous séjournerez à 45 km de Soldeu. ', '134 expériences vécues']","['8,3']",https://www.booking.com/hotel/fr/camping-le-castella.fr.html?aid=304142,https://www.booking.com/hotel/fr/camping-le-castella.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=2507&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=13&sr_order=popularity&srpvid=93ed9aede578003b&srepoch=1641938524&from=searchresults,"42.75908362,1.76367215","4 Route Du Castella, 09250 Luzenac, France",42.75908362,1.76367215
84,Residence de Plein Air Panoramique à la Porte des Gorges du Verdon,https://www.booking.com/hotel/fr/camping-panoramique-du-verdon.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=2746&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=18&sr_order=popularity&srpvid=bc8ba333380f0152&srepoch=1646176359&from=searchresults#hotelTmpl,"['L’établissement Residence de Plein Air Panoramique à la Porte des Gorges du Verdon vous accueille au cœur des gorges du Verdon, à seulement 1\xa0km de Castellane. ', '311 expériences vécues']","['8,7']",https://www.booking.com/hotel/fr/camping-panoramique-du-verdon.fr.html?aid=304142,https://www.booking.com/hotel/fr/camping-panoramique-du-verdon.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=2746&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=11&sr_order=popularity&srpvid=e6ae9aedf03f0006&srepoch=1641938523&from=searchresults,"43.83927457,6.49366021","D952 route des Gorges du Verdon, 04120 Castellane, France",43.83927457,6.49366021
85,Hotel Canal Aigues Mortes,https://www.booking.com/hotel/fr/canal-aigues-mortes.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=-1406800&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=3&sr_order=popularity&srpvid=ca54a3335a8400ec&srepoch=1646176359&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"['L’hôtel Canal Aigues Mortes vous accueille sur les rives du canal, à 5 minutes à pied de la ville fortifiée. Vous pourrez profiter d’une vue sur le canal depuis sa terrasse panoramique et sa piscine. ', '889 expériences vécues']","['8,6']",https://www.booking.com/hotel/fr/canal-aigues-mortes.fr.html?aid=304142,https://www.booking.com/hotel/fr/canal-aigues-mortes.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=-1406800&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=3&sr_order=popularity&srpvid=6dfb9aed2f1f000d&srepoch=1641938524&from=searchresults,"43.57298752,4.19482470","440 Route De Nimes, 30220 Aigues-Mortes, France",43.57298752,4.1948247
